text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Qdoba_created
RT @12News: Is a burrito worth $20 to you? Chipotle will now deliver http://t.co/SclRy5yXno http://t.co/rOKlxBs9Tf,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",savannahelainee,53,TRUE,FALSE,NA,NA,4/25/2015 1:11
RT @No_Cut_Card: **birdman hand rub** RT @NYDailyNews: Chipotle begins delivery service in some cities. http://t.co/Kp14spNPLb http://t.co/…,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",GrooveSDC,22,TRUE,FALSE,NA,NA,4/25/2015 1:11
RT @myfoxla: You Can (Officially) Get Chipotle Delivered To Your Door -- Thanks To @Postmates http://t.co/bYsWR1BaTx http://t.co/wZpphUjE8M,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",StefunnyMelaruh,35,TRUE,FALSE,NA,NA,4/25/2015 1:10
RT @NYDailyNews: Chipotle begins delivery service in some cities. http://t.co/VssnYa7IIt http://t.co/yLYjly3vt6,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IsntThatBAWSE,80,TRUE,FALSE,NA,NA,4/25/2015 1:10
RT @HVLIMV: Chipotle delivers<ed><U+00A0><U+00BD><ed><U+00B8><U+00A6> http://t.co/KZNWItZ3z5,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",erica__little,1,TRUE,FALSE,NA,NA,4/25/2015 1:10
RT @eonline: GAMECHANGER! Chipotle just started offering delivery: <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F> http://t.co/OCJUmZ2Fgf,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Slim_Nonna,547,TRUE,FALSE,NA,NA,4/25/2015 1:09
"@SeyvonGenie Chipotle is life. Matter of fact, imma go there for dinner.... If I feel like driving. Lol",FALSE,0,SeyvonGenie,23-Apr-15,FALSE,5.91E+17,5.91E+17,468961173,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",CherryBl00s0m,0,FALSE,FALSE,NA,NA,4/25/2015 1:09
CHIPOTLE IS NOW DELIVERING AND IDK WHAT LIFE IS ANYMORE ASDFGJSKKAJFL GUYS GOD HAS ANSWERED MY PRAYERS WOW!!!!!!!!!,FALSE,5,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",heeyitseujin,0,FALSE,FALSE,NA,NA,4/25/2015 1:08
I heard Chipotle is starting to deliver... OH WHAT A TIME TO BE ALIVE,FALSE,6,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",_AaliyahJackson,0,FALSE,FALSE,NA,NA,4/25/2015 1:06
chipotle is delivering... hellz to the ya,FALSE,3,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ryley_22_,0,FALSE,FALSE,NA,NA,4/25/2015 1:04
@allicatttx chipotle delivers now,FALSE,0,allicatttx,23-Apr-15,FALSE,5.91E+17,5.91E+17,2540538534,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lxvatosmanibear,0,FALSE,FALSE,NA,NA,4/25/2015 1:03
"""Your ineligible to go to chipotle"" 
LOL FUCK OFF <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><U+270C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",FALSE,1,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",j_newton16,0,FALSE,FALSE,NA,NA,4/25/2015 0:58
Is it true that chipotle deliveries?!,FALSE,1,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MarissaManfre,0,FALSE,FALSE,NA,NA,4/25/2015 0:57
You're not alone “@belleneg I swear I'm the only person who thinks chipotle is just ok”,FALSE,0,belleneg,23-Apr-15,FALSE,5.91E+17,5.91E+17,95950537,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>",CCdiTitan,0,FALSE,FALSE,NA,NA,4/25/2015 0:56
@polofreak_69 nd you could buy me chipotle everyday that works too you know,FALSE,1,polofreak_69,23-Apr-15,FALSE,5.91E+17,5.91E+17,1604047705,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LizzyGang,0,FALSE,FALSE,NA,NA,4/25/2015 0:56
"RT @CauseImNotBasic: Chipotle is starting to deliver, my life just became 100 times better.",FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",imandionna,158,TRUE,FALSE,NA,NA,4/25/2015 0:54
Chipotle to begin delivery service. Order those meat bowls to your doorstep! http://t.co/fVuKDkZBuZ,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://www.richarddelaat.com"" rel=""nofollow"">TweetImportant</a>",RicharddeLaat,0,FALSE,FALSE,NA,NA,4/25/2015 0:50
RT @Toucherandrich: GAME CHANGER. RT @Cosmopolitan: Chipotle is now delivering: http://t.co/sbYw45MEdz http://t.co/i8nj3qYgcr,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kmacattack77,27,TRUE,FALSE,NA,NA,4/25/2015 0:47
craving chipotle only problem is i have never actually had chipotle ????????,FALSE,4,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",oliviabcarter,1,FALSE,FALSE,NA,NA,4/25/2015 0:46
"Nope. I Bring Food From Home  RT @GS_CHUCKY: ""Lawdhavemercy_: Chipotle <ed><U+00A0><U+00BD><ed><U+00BA><U+00AE>""but wen u hungry it get the job done",FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>",Lawdhavemercy_,0,FALSE,FALSE,NA,NA,4/25/2015 0:45
“@MikePCanvas: so wait...chipotle delivers now <ed><U+00A0><U+00BD><ed><U+00B8><U+00AF>”<ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>,FALSE,2,MikePCanvas,23-Apr-15,FALSE,5.91E+17,5.91E+17,200607665,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",_krishae3,5,FALSE,FALSE,NA,NA,4/25/2015 0:45
This how much chipotle will be delivered <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> uhhh no. http://t.co/JhJnhNvfNP,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SiempreNath,1,FALSE,FALSE,NA,NA,4/25/2015 0:44
Its a #chipotle kind of evening,FALSE,2,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",micheleronco,0,FALSE,FALSE,NA,NA,4/25/2015 0:43
Chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+009B>,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",andxea____,0,FALSE,FALSE,NA,NA,4/25/2015 0:40
Feeling Chipotle or Taco Del Mar hmm,FALSE,1,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kris_ketchum,0,FALSE,FALSE,NA,NA,4/25/2015 0:37
RT @MichaelCimba: Chipotle now delivers. Great day to be alive #IKnowGuacIsExtra,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vcali74,2,TRUE,FALSE,NA,NA,4/25/2015 0:34
RT @_tanishax3: chipotle delivers now !!!!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",dtj___,2,TRUE,FALSE,NA,NA,4/25/2015 0:30
"So I attempt to get Chipotle delievered and 1. The wait is an hour and 2. There are no available drivers, but I can try again later #Flawed",FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",suuchaDOLL,0,FALSE,FALSE,NA,NA,4/25/2015 0:29
RT @JrichThatHoe: I want some Chipotle tomorrow,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0g_emoney,2,TRUE,FALSE,NA,NA,4/25/2015 0:28
RT @AKapalko: Chipotle would be bomb af rn,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mattfeierabend,1,TRUE,FALSE,NA,NA,4/25/2015 0:26
"Chipotle delivering to my house... can you not wear anything that says ""Chipotle"" on it? I'd prefer if my neighbors thought it was a hooker.",FALSE,5,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",thejasonmack,1,FALSE,FALSE,NA,NA,4/25/2015 0:23
RT @MikePCanvas: so wait...chipotle delivers now <ed><U+00A0><U+00BD><ed><U+00B8><U+00AF>,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",__XXIII__,27,TRUE,FALSE,NA,NA,4/25/2015 0:21
Chipotle has the best cheese ever <ed><U+00A0><U+00BD><ed><U+00B8><U+008B>,FALSE,1,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Emmiilyyy1822,0,FALSE,FALSE,-84.55094654,39.27539076,4/25/2015 0:21
@GinaShkeda I wish chipotle delivered here <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>,FALSE,1,GinaShkeda,23-Apr-15,FALSE,5.91E+17,5.91E+17,44022839,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ohmymandaa_,0,FALSE,FALSE,NA,NA,4/25/2015 0:19
Chipotle delivery is going to be the best thing that happened since the birth of Jesus Christ,FALSE,10,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",avecchiarelli20,3,FALSE,FALSE,NA,NA,4/25/2015 0:16
RT @TTLYTEALA: I want chipotle,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",xolyzema,271,TRUE,FALSE,NA,NA,4/25/2015 0:14
"RT @chicagonewsnow: Chipotle Announces Delivery in 67 Cities, Including Chicago http://t.co/4ayezfpLlk #chicago http://t.co/ahfWzDB07g",FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fckNFantastic_,210,TRUE,FALSE,NA,NA,4/25/2015 0:13
cute guys working at chipotle help,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",topshopgraceffa,0,FALSE,FALSE,NA,NA,4/25/2015 0:13
"“@CauseImNotBasic: Chipotle is starting to deliver, my life just became 100 times better.”",FALSE,2,CauseImNotBasic,23-Apr-15,FALSE,5.91E+17,5.91E+17,2192383022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ricky_Elaine,0,FALSE,FALSE,NA,NA,4/25/2015 0:13
Just don't even talk to me while I'm on my period unless U talking about food or sum like chipotle (:,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ellyqueene,0,FALSE,FALSE,NA,NA,4/25/2015 0:11
I always thought the best thing that ever happened to me was committing to Purdue but now that Chipotle delivers it's kinda questionable,FALSE,16,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alexacrystal13,0,FALSE,FALSE,NA,NA,4/25/2015 0:08
RT @GETATMEBRITTT: CHIPOTLE IS STARTING TO DELIVER!<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B9><U+008C> #chills,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",smaasarani,2,TRUE,FALSE,NA,NA,4/25/2015 0:06
RT @CeciGraceMusic: <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8> ATTN: CHIPOTLE NOW DELIVERS. <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EdotLiz4,2,TRUE,FALSE,NA,NA,4/25/2015 0:06
RT @Cosmopolitan: Chipotle is now delivering — YOUR PRAYERS HAVE FINALLY BEEN ANSWERED: http://t.co/IwrbtJfOFh http://t.co/DLCv3AmBs8,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",summer_jodeh,1355,TRUE,FALSE,NA,NA,4/25/2015 0:04
@_lexaaaa chipotle !,FALSE,0,_lexaaaa,23-Apr-15,FALSE,5.91E+17,5.91E+17,449489810,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Edgar_92Till,0,FALSE,FALSE,NA,NA,4/25/2015 0:02
Chipotle delivers<ed><U+00A0><U+00BD><ed><U+00B8><U+00A6> http://t.co/KZNWItZ3z5,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HVLIMV,1,FALSE,FALSE,NA,NA,4/25/2015 0:00
Chipotle delivers ?!,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",itscuzimirish,0,FALSE,FALSE,NA,NA,4/29/2015 23:59
Im hella mad rn .. I was so ready to have some chipotle delivered to my door <ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>,FALSE,1,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Highimyas,1,FALSE,FALSE,NA,NA,4/29/2015 23:59
RT @MadyPfleiderer: Chipotle now delivering is so detrimental to my health,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",miriamdarnell,4,TRUE,FALSE,NA,NA,4/29/2015 23:57
Having chipotle for the first time in like 6 months,FALSE,1,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Wiklasota,0,FALSE,FALSE,NA,NA,4/29/2015 23:56
RT @Tess_Says: Tbh I would punch a small child for free chipotle with guac,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",VonDangerous,8,TRUE,FALSE,NA,NA,4/29/2015 23:56
Who wants go to get chipotle w me <ed><U+00A0><U+00BD><ed><U+00B8><U+008B>,FALSE,3,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_klc_16,0,FALSE,FALSE,NA,NA,4/29/2015 23:55
Damn Freebirds we finna be losing to Chipotle now they deliver <ed><U+00A0><U+00BD><ed><U+00B8><U+00AB>,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LastKing_23,0,FALSE,FALSE,NA,NA,4/29/2015 23:54
Crushing this chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+00AB><ed><U+00A0><U+00BD><ed><U+00B8><U+00AB><ed><U+00A0><U+00BD><ed><U+00B8><U+00AB>,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BossyNdPetiteXx,0,FALSE,FALSE,NA,NA,4/29/2015 23:54
Not even as good as chipotle,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BrockW_12,0,FALSE,FALSE,NA,NA,4/29/2015 23:52
when your cousin lives across the street from chipotle &gt;&gt;&gt;,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ErinnWhitneyy,0,FALSE,FALSE,NA,NA,4/29/2015 23:52
There's nothing like good chipotle,FALSE,4,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dsmithh10,0,FALSE,FALSE,NA,NA,4/29/2015 23:51
RT @jaclynnicoll: day just made chipotle now delivers,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hollyyjet,1,TRUE,FALSE,NA,NA,4/29/2015 23:50
chipotle delivers now. stop...,FALSE,2,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CourtnyNichole,1,FALSE,FALSE,NA,NA,4/29/2015 23:49
"RT @KING5Seattle: 2015: The year of burrito delivery. 

Chipotle starts door-to-door service: http://t.co/4KXOO31XeR",FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ghendrickson13,24,TRUE,FALSE,NA,NA,4/29/2015 23:48
"Chipotle, then Dairy Queen <ed><U+00A0><U+00BD><ed><U+00B8><U+008B><ed><U+00A0><U+00BD><ed><U+00B8><U+008B><ed><U+00A0><U+00BD><ed><U+00B8><U+008B>",FALSE,1,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_sailingsoulll,0,FALSE,FALSE,NA,NA,4/29/2015 23:46
No ap chemistry quiz tomorrow now I hear chipotle is delivering what is going on,FALSE,1,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ashleysofar,0,FALSE,FALSE,NA,NA,4/29/2015 23:44
RT @CallMeAntMan: Chipotle delivers now <ed><U+00A0><U+00BD><ed><U+00B9><U+0080>,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_SoloDoloDasho,5,TRUE,FALSE,NA,NA,4/29/2015 23:44
RT @ChaandniPaatel: Chipotle started delivering in 67 cities if thats not something to drink to idk what is,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",averiknutson,2,TRUE,FALSE,NA,NA,4/29/2015 23:43
"RT @CauseImNotBasic: Chipotle is starting to deliver, my life just became 100 times better.",FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",caliiquired,158,TRUE,FALSE,NA,NA,4/29/2015 23:43
The elms needs a chipotle... instead of a gym,FALSE,4,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",emily_axtell,1,FALSE,FALSE,NA,NA,4/29/2015 23:42
tonight I got black beans in my chipotle because I wanted to mix it up a little and I'm hating every second of it,FALSE,15,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",abbiehibsch,0,FALSE,FALSE,NA,NA,4/29/2015 23:37
I want chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tracihurt24,0,FALSE,FALSE,NA,NA,4/29/2015 23:35
"2/3 of my FB feed is engagement photos, the other 1/3 is excitement for the Chipotle delivery service. Congrats everybody, we're doing OK!",FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Britt_Johnson,0,FALSE,FALSE,NA,NA,4/29/2015 23:35
RT @ELLEmagazine: The star of Jane the Virgin on the perks of a fake pregnancy: http://t.co/h0DMTZqOLZ http://t.co/JgzkfBouxf,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",leila_a99,25,TRUE,FALSE,NA,NA,4/29/2015 23:33
Why is this chipotle line 474702639 miles long<ed><U+00A0><U+00BD><ed><U+00B8><U+0091>,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",elchapooooo,0,FALSE,FALSE,NA,NA,4/29/2015 23:33
chipotle delivers <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>,FALSE,2,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tahkee195220,0,FALSE,FALSE,NA,NA,4/29/2015 23:32
The chipotle workers always look at me funny when I say I don't want any meat in my bowl.. Like really no meat? Are you sure? <ed><U+00A0><U+00BD><ed><U+00B8><U+0090> yes <ed><U+00A0><U+00BD><ed><U+00B8><U+00B7>,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nikoleeeee_,0,FALSE,FALSE,NA,NA,4/29/2015 23:31
"Chipotle Is Now Delivering, so You Literally Never Need to Leave Your Couch Anymore http://t.co/2vKu60AaCO via @Cosmopolitan",FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",grisel_gomez,0,FALSE,FALSE,NA,NA,4/29/2015 23:31
who wants to go to chipotle with me??,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",broooky_,0,FALSE,FALSE,NA,NA,4/29/2015 23:30
I got chipotle,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KempfMarissa,0,FALSE,FALSE,NA,NA,4/29/2015 23:29
This chipotle burrito is bomb af rn.,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Marissa69_,0,FALSE,FALSE,NA,NA,4/29/2015 23:28
RT @NYDailyNews: Chipotle begins delivery service in some cities. http://t.co/VssnYa7IIt http://t.co/yLYjly3vt6,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",allgdnamesrtkn,80,TRUE,FALSE,NA,NA,4/29/2015 23:27
Love is when chipotle is generous with the chicken <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>,FALSE,3,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kitkaaattt,0,FALSE,FALSE,NA,NA,4/29/2015 23:27
RT @No_Cut_Card: **birdman hand rub** RT @NYDailyNews: Chipotle begins delivery service in some cities. http://t.co/Kp14spNPLb http://t.co/…,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HandsomeCheetah,22,TRUE,FALSE,NA,NA,4/29/2015 23:24
RT @MikePCanvas: so wait...chipotle delivers now <ed><U+00A0><U+00BD><ed><U+00B8><U+00AF>,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_enahz,27,TRUE,FALSE,NA,NA,4/29/2015 23:22
RT @Jay_Lancast: I don't trust chipotle to deliver I don't even trust ordering online cause they be real stingy lol I like being able to se…,FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ghettonamehill,1,TRUE,FALSE,NA,NA,4/29/2015 23:21
"RT @DMVFollowers: BREAKING: Chipotle has announced that they will be delivering in 67 cities including Washington, D.C.",FALSE,0,NA,23-Apr-15,FALSE,NA,5.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",amalikyar98,2633,TRUE,FALSE,NA,NA,4/29/2015 23:21
